OID_,Shape_Length,Shape_Area,Majority_use,Minority_use,N,BD,PR,BH,BF,BA,BFA,RS,BO,BP,BV,std_BH,std_BF,std_BA,std_BFA,std_RS,std_BO,std_BP,std_BV,SP,SP_Classification,Kmeans_Cluster
1350,489.875259,11531.99265,RESIDENTIAL ONLY,GENERAL COMMERCIAL - MIXED USE - DERELICT,12,0.270111292,1.47847925,15.32606013,5.473592904,17049.81185,3114.921435,33.32026729,-22.27254192,43.27358008,1.644663133,5.92033682,2.114406007,2734.931285,292.1264956,3.671591019,38.00900423,70.81678654,553.7275656,519.8433378,0,0
1351,367.092035,8458.8,RESIDENTIAL ONLY,COMMUNITY - EDUCATIONAL,20,0.177390198,0.493377095,7.71078109,2.7813098,4173.378172,1500.508209,29.15573699,-7.324951585,21.03602048,1.391561105,2.425891517,0.798570611,178.1626891,112.3947101,8.525820991,39.73984619,20.29992322,33.94548573,672.2320585,1,2
1352,421.9639839,9507.1989,RESIDENTIAL ONLY,RESIDENTIAL ONLY,26,0.144100555,0.392442742,7.625506191,2.723395068,3731.03121,1369.992639,33.87264682,9.712511096,18.36843856,1.598486832,0.393961653,0.14070059,45.20166357,15.47484129,1.907669687,50.16226616,4.28399859,13.66817691,679.865117,1,1
1353,200.149945,2503,RESIDENTIAL ONLY,RESIDENTIAL ONLY,15,0.334308457,0.881738039,7.350130773,2.637498454,2206.990312,836.774067,33.09048834,-1.442324759,18.88467097,1.500613353,1.920409405,0.650338851,34.16061647,14.23884059,4.546745396,36.99296076,4.555584713,20.05734295,662.7878265,1,3
1354,677.237814,26123.1985,RESIDENTIAL ONLY,UTILITIES,74,0.207785857,0.576621451,7.767887932,2.775075546,15063.19662,5428.031189,27.07347419,54.42016719,17.90035583,1.279629564,2.56025018,0.912635574,271.2294522,121.5740949,9.654478044,39.26554847,20.60946373,57.42522057,709.4932783,2,2
1355,1025.680863,34389.9137,RESIDENTIAL ONLY,COMMUNITY - EDUCATIONAL,105,0.18392899,0.520984153,7.898949616,2.832528743,17916.60006,6325.302094,28.85442125,-9.064038976,24.81947911,1.383970257,1.965494379,0.668109494,1079.162406,429.4743433,9.8285948,39.45531667,77.34571332,199.5794189,694.2060203,1,2
1356,266.0062872,3941.36115,RESIDENTIAL ONLY,RESIDENTIAL ONLY,9,0.242127708,0.87600053,10.13019742,3.61792765,3452.634457,954.312743,29.77469628,20.84441108,22.11611312,1.59594996,1.175404036,0.419787156,76.12625151,17.91010254,2.182061379,15.53890194,5.011200364,27.65386066,613.7349765,0,2
1357,561.6290722,14792.4002,RESIDENTIAL ONLY,RESIDENTIAL ONLY,30,0.150210918,0.499178886,9.294461671,3.323186435,7384.053857,2221.980018,36.58181225,-2.938783967,16.10373916,1.508702434,0.936683682,0.304315166,35.11130645,8.593287464,2.534569789,55.94957221,2.020145441,12.75047701,679.5069432,1,1
1358,622.8309076,16448.44985,RESIDENTIAL ONLY,RESIDENTIAL ONLY,51,0.184028541,0.527535398,8.026467601,2.866595572,8677.139533,3026.98422,35.92383993,-20.12981571,17.34940721,1.480608074,0.463250532,0.165446619,38.72489371,11.73348952,2.568398705,43.82959818,2.945208871,11.47240934,685.3778821,1,1
1359,337.4168677,6904,RESIDENTIAL ONLY,RESIDENTIAL ONLY,26,0.179386191,0.550943144,8.591742598,3.071268447,3803.711469,1238.482263,39.38702684,7.198755834,19.45050905,1.884303692,0.883461714,0.294633031,34.91759758,11.96349998,3.573756044,26.96929583,4.690177237,14.40588958,624.1604094,1,1
1360,449.1070925,11786.19885,RESIDENTIAL ONLY,RESIDENTIAL ONLY,16,0.194735706,0.62704591,9.015955897,3.219984249,7390.487779,2295.19375,33.77021268,3.553684832,17.92915987,1.137302246,0.226924446,0.081044445,35.90928805,9.459923288,0.816456533,38.90129513,2.220182433,9.443842099,664.5513265,1,1
1361,546.0499813,18574.73575,RETAIL ONLY,RESIDENTIAL WITH RETAIL ON GROUND FLOOR,32,0.506820326,3.875378111,21.40775556,7.646453607,71984.12435,9414.053637,22.71654669,-70.33165055,30.2681412,1.705729652,9.011856194,3.216691492,8851.85653,919.4456956,9.230439336,22.63359959,110.4240072,1525.508487,608.8049387,0,4
1362,550.7021301,17682.8775,RESIDENTIAL ONLY,RESIDENTIAL ONLY,37,0.148144995,0.44713572,8.451044987,3.018230352,7906.646156,2619.629791,35.26029005,-27.97410927,16.75254959,1.448278287,0.928387888,0.331567103,42.43666668,14.95534132,2.897117387,47.8136664,4.109757455,14.21794068,682.7267111,1,1
1363,765.0618748,24017.425,RESIDENTIAL ONLY,RESIDENTIAL ONLY,89,0.177654918,0.562562466,8.832158642,3.166602275,13511.30182,4266.813667,34.98669603,-68.09596275,18.49983467,1.617958936,2.328377381,0.796629201,231.4671967,47.9235286,6.182987874,33.23077671,10.83304094,62.5454542,676.4304789,1,1
1364,411.4958243,10486,GENERAL COMMERCIAL - MIXED USE,RESIDENTIAL ONLY,11,0.101886585,0.30842453,8.475980227,3.027135795,3234.139621,1068.382731,22.1720727,-43.60730877,21.37507258,1.220855121,2.115000575,0.755357348,393.0833756,81.91227472,11.27978344,47.35341011,20.76328992,102.1153317,716.2227919,2,2
1365,497.237134,12466.34,RESIDENTIAL ONLY,RESIDENTIAL ONLY,24,0.137332331,0.438349906,8.937296342,3.191891551,5464.618969,1712.031525,34.95642278,16.59878959,16.13079575,1.509554064,0.347576075,0.124134312,37.27628606,11.13201133,1.607912013,63.95046249,2.773409367,10.13623613,706.3747337,1,1
1366,295.4858258,3729.66215,RESIDENTIAL ONLY,RESIDENTIAL ONLY,8,0.141726923,0.40498186,8.000944342,2.857480122,1510.445516,528.5935385,35.44477022,-1.082732996,16.44192204,1.417191141,0.522260866,0.186521738,35.15112068,9.194075509,1.463395887,39.48283324,2.232032492,11.0186072,695.4821543,1,1
1367,604.447588,20530.11995,GENERAL COMMERCIAL - MIXED USE,RESIDENTIAL ONLY,24,0.286851879,0.756204268,7.379559692,2.636218633,15524.96434,5889.103475,20.07094516,-29.22386868,20.7677543,0.592427067,2.458515407,0.876697801,2571.363253,673.0043937,8.985572345,45.08259178,49.96178241,224.0591507,722.6023063,2,2
1368,441.464361,10624.865,RESIDENTIAL ONLY,RESIDENTIAL ONLY,18,0.127056541,0.414589461,9.136487345,3.263031195,4404.957054,1349.9586,35.2225642,-40.45757217,16.07463353,1.506655339,0.492104875,0.175751741,34.91768319,10.60160463,3.34441996,40.93642058,2.600441715,9.290875649,686.7571817,1,1
1369,486.095685,13744.0052,RESIDENTIAL ONLY,RESIDENTIAL ONLY,28,0.13084525,0.372458368,7.947510592,2.846556286,5119.069741,1798.337795,35.83612108,41.91988341,16.63215182,1.407005147,0.929136781,0.27326935,38.77514184,11.87801751,2.21460468,47.86070551,3.992738861,15.25418183,691.6764881,1,1
1370,510.2357837,13519.39555,RESIDENTIAL ONLY,RESIDENTIAL ONLY,31,0.144420296,0.453454938,8.789802765,3.139828323,6130.436671,1952.475113,38.56071673,-8.541081738,17.66508917,1.568387091,0.933246211,0.328811819,60.1932226,18.60910691,3.30305219,45.29399379,5.738880521,20.54472853,646.1002744,1,1
1371,768.7796562,25991.7306,RESIDENTIAL ONLY,GENERAL COMMERCIAL - MIXED USE,31,0.225992612,0.865098775,10.71638153,3.827995822,22485.41431,5873.939101,33.2040717,-8.698208456,19.45315146,1.159020718,2.138973659,0.761103432,1014.770194,334.6795024,7.09180368,48.45505148,35.67352413,92.09136878,690.3588564,1,1
1372,472.1788128,12373.049,RESIDENTIAL ONLY,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,29,0.347587363,2.087207478,16.81170776,6.004842837,25825.1204,4300.71547,34.06805166,-17.48495307,17.03705021,1.928806037,1.301232734,0.457208346,655.8807708,100.22717,3.594270258,41.52477262,16.72074574,115.0881046,682.9800591,1,3
1373,507.102945,13001.775,RESIDENTIAL ONLY,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,31,0.347841525,1.950814645,15.68786921,5.608343176,25364.05308,4522.557247,34.06062554,-36.31421732,21.16483279,1.676216187,2.415780414,0.830182331,1216.119525,251.7887827,2.182446761,45.69164083,50.36362217,239.0161179,679.6706304,1,3
1374,494.8796486,11941,RESIDENTIAL ONLY,COMMUNITY - EDUCATIONAL,14,0.203667708,1.173354094,16.13113589,5.76111996,14011.02123,2431.996106,33.75837578,-58.29589131,16.52544462,1.62408914,3.121472698,1.114811678,987.7636412,145.0165609,3.899907488,41.8571311,18.43388406,144.7475329,655.773659,1,1
1375,724.2573651,22886.89215,RESIDENTIAL ONLY,RESIDENTIAL ONLY,72,0.135215932,0.415078656,8.578831981,3.069746648,9499.860428,3094.672451,38.07865973,-19.51306168,17.19459103,1.803202697,1.408393676,0.476275195,59.1578538,17.74881673,4.308144007,50.05590147,5.1142674,21.45529494,629.2817403,1,1
1376,484.8395869,12274.5,RESIDENTIAL ONLY,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,27,0.355626208,2.157967798,16.98729472,6.06807866,26487.97574,4365.133893,32.23740006,-51.28484115,17.54671993,1.878723763,1.698709988,0.596069436,764.2420748,112.551355,2.086945387,41.10344922,19.85566138,141.3293237,694.3719609,1,3
1377,500.392537,14409,RESIDENTIAL ONLY,RESIDENTIAL ONLY,30,0.126399853,0.355032704,7.841366863,2.808806302,5115.666233,1821.295479,36.33625294,58.83526615,17.03079129,1.427031423,1.178585089,0.379166144,53.37044143,15.34685162,3.86805249,40.54296887,5.68289787,22.32773068,689.4351806,1,1
1378,451.26993,12045,RESIDENTIAL ONLY,RESIDENTIAL ONLY,18,0.219547064,0.955484077,12.18579451,4.352069466,11508.80571,2644.444385,34.50668351,-11.95260316,17.2041587,1.481091374,0.525593719,0.187712043,125.8026786,24.21051321,0.951959584,45.22353162,4.985298114,28.43552945,700.0405117,1,1
1379,651.0847746,14495.2597,RESIDENTIAL ONLY,COMMUNITY - GOVERNMENTAL (CENTRAL AND LOCAL),30,0.209363183,0.723905684,9.677805458,3.457655153,10493.20089,3034.773708,28.20359511,29.31224726,40.05085321,1.389877221,0.815897459,0.279096504,2209.943441,602.6618489,11.91649094,39.43258338,88.43163339,316.9952868,711.3892254,2,0
1380,521.5199599,15357.5,RESIDENTIAL ONLY,RESIDENTIAL ONLY,33,0.129810571,0.299205544,6.433186494,2.304939743,4595.04914,1993.565839,35.33186626,39.84991626,17.28007518,1.194468142,1.562978365,0.537697701,49.96233038,14.86391355,2.931758668,47.84564821,5.353145142,22.13745184,683.7787748,1,1
1381,798.6309939,22933.6528,RESIDENTIAL ONLY,RESIDENTIAL ONLY,50,0.150429626,0.501743647,9.339132531,3.335404475,11506.81459,3449.900812,36.86302399,6.808581918,16.01837153,1.522271631,0.670524146,0.239472909,34.42551812,7.756980544,2.487954538,59.69543691,2.272340891,12.0396783,662.4546124,1,1
1382,533.211982,15089.62,RESIDENTIAL ONLY,RESIDENTIAL ONLY,51,0.18409042,0.54449021,8.259133752,2.95773246,8216.150358,2777.854484,34.64195358,-7.728488297,19.53713886,1.59177058,2.262616962,0.786741796,139.2811201,31.56996993,5.831113293,35.95989596,10.18394724,54.47570936,684.9805135,1,1
1383,674.5354521,28071.4457,GENERAL COMMERCIAL - MIXED USE,RESIDENTIAL ONLY,2,0.05055219,0.160669292,8.899199396,3.178285499,4510.2193,1419.07305,15.10641355,-66.75612124,21.11839454,0.455387234,2.075110432,0.741110869,1739.524858,485.4718478,2.499089969,38.89472681,39.25466006,182.3858689,771.4924522,2,2
1384,561.8066532,19547.0025,RESIDENTIAL ONLY,RESIDENTIAL ONLY,18,0.185937075,0.93188189,14.03307693,5.011813189,18215.49763,3634.512473,40.67095767,25.11667569,19.47138412,1.551785915,0.479121929,0.171114975,112.4493276,19.81271095,1.480833207,40.42870191,4.789525071,28.26732319,656.4107146,1,1
1385,308.388875,5246,RESIDENTIAL ONLY,RETAIL ONLY,29,0.37411788,0.854508618,6.38901987,2.284062494,4482.752209,1962.622398,30.4662215,14.50484447,22.00576847,1.262278145,0.638803421,0.213644068,101.2524996,37.20501755,2.828812013,11.00957858,6.679701588,20.81324645,634.719887,1,3
1386,410.8667485,9949.90955,OFFICE WITH RETAIL ON GROUND FLOOR,RESIDENTIAL WITH RETAIL ON GROUND FLOOR,20,0.638915913,5.399026375,23.66081915,8.450292554,53719.82409,6357.155542,22.4531176,-28.814515,24.09190582,1.486556565,4.452086452,1.590030876,8928.815567,1253.613194,7.756665559,33.95750989,99.84234737,688.0055592,606.1759534,0,4
1387,639.7441627,23792.515,RESIDENTIAL ONLY,RESIDENTIAL ONLY,89,0.161884814,0.506314097,8.739797452,3.127619488,12046.48574,3851.646856,36.06893287,-7.518393869,19.29674703,1.825840352,1.279764705,0.423916084,83.05771936,23.70430633,4.186475982,40.11135126,7.06872255,28.59181417,681.9248923,1,1
1388,1073.965987,35125.955,RESIDENTIAL ONLY,RESIDENTIAL ONLY,128,0.177294981,0.543017464,8.550371101,3.062790937,19074.007,6227.655533,35.39608267,-35.72761897,17.70320052,1.679107977,1.390858516,0.454020042,84.9876734,23.99213775,4.456353996,44.65789515,6.35358243,27.3194066,689.1385092,1,1
1389,558.9805742,12114.68145,RESIDENTIAL ONLY,RESIDENTIAL ONLY,52,0.206275193,0.52875404,7.174359272,2.56334284,6405.686755,2498.958251,31.31952511,-16.36920316,18.77300448,1.529325074,1.083324628,0.382258397,77.55928591,27.00028003,2.281522354,40.733201,7.459264079,25.05352189,703.643246,1,2
1390,749.6539049,16057.77545,RESIDENTIAL ONLY,RESIDENTIAL ONLY,40,0.147639605,0.519656812,9.855343846,3.519765659,8344.532398,2370.763622,34.53942954,23.93809438,18.16567157,1.607230634,3.987074228,1.423955081,680.4773849,101.6615265,3.522107445,46.75126855,18.17588415,151.2557074,694.8032652,1,1
1391,576.5293665,17581,RESIDENTIAL ONLY,OFFICE ONLY,36,0.149892403,0.471668791,8.810804259,3.146715807,8292.409011,2635.25833,34.58290362,-33.12148355,16.8608828,1.471302776,0.557059903,0.198949965,128.836992,43.52691407,4.067930507,43.85606266,9.8434385,29.03554336,684.2495337,1,1
1392,338.0472014,6763,RESIDENTIAL ONLY,RESIDENTIAL ONLY,27,0.229858622,0.650749137,7.896666728,2.831084281,4401.016412,1554.53386,36.17283273,0.067579755,19.41660708,1.575104795,1.442630008,0.469760473,50.18536305,14.24838661,3.680936476,34.65448542,4.329480717,20.23265037,611.5836431,0,1
1393,539.9030983,14715.16,RESIDENTIAL ONLY,RESIDENTIAL ONLY,32,0.131598284,0.401819357,8.547967438,3.053378404,5912.836123,1936.489806,35.11475828,9.895106818,16.60131939,1.559455322,1.066092345,0.377717405,62.6030217,18.08779866,2.567875445,36.53339793,4.875762965,19.62756558,703.6291177,1,1
1394,462.205609,12145.42,RESIDENTIAL ONLY,RESIDENTIAL ONLY,24,0.141344414,0.43889645,8.692352076,3.10515599,5330.581723,1716.68727,33.92192131,-63.15942151,16.57385579,1.463197701,1.366881735,0.484782184,62.78972907,15.48563283,3.637400576,38.89968427,3.628937473,22.30768807,690.4708753,1,1
1395,479.4087169,15456.39745,RESIDENTIAL ONLY,RESIDENTIAL ONLY,25,0.156674889,0.561491382,10.03463852,3.583799472,8678.633964,2421.62935,36.82799207,13.25840285,20.60772434,1.526300917,1.323607752,0.472717054,250.8894167,57.05380964,2.473626685,54.42020098,14.8651921,73.34165206,690.2912514,1,1
1396,353.8779101,5665.89495,OFFICE ONLY,RESIDENTIAL ONLY,17,0.396905646,1.595391429,11.25480588,4.019573528,9039.320243,2248.825696,33.16488074,-73.75412094,21.07825817,1.483002221,3.163867343,1.129952622,277.5921373,65.1545035,5.186180301,46.94159087,15.06671112,81.00071935,588.9731989,0,3
1397,620.6424337,19795.35885,RESIDENTIAL ONLY,RETAIL ONLY,43,0.290937822,1.584864132,15.25281089,5.447432459,31372.95422,5759.218581,32.10488885,-28.67551032,18.39232444,1.864657752,2.849632651,1.017725947,443.6794888,72.4686973,5.493260391,43.86302173,17.51725034,111.8749936,665.9113212,1,3
1398,325.1247965,6562.3611,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,RESIDENTIAL ONLY,12,0.465559747,3.337219327,20.06961109,7.168187014,21900.03829,3055.171171,30.11895891,-13.69883583,21.42389821,1.655508378,1.409761842,0.497053619,4124.472073,531.2618529,5.020389725,45.55493679,59.95933165,476.2537403,665.9142178,1,3
1399,945.6267215,21892.45585,RESIDENTIAL ONLY,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,27,0.173506599,0.54701357,8.827548974,3.152696062,11975.47043,3798.48555,32.65520478,-0.116351447,18.30353721,1.12132532,1.269108009,0.45325286,211.2176665,54.20809146,2.94834285,43.4552027,10.47106384,45.51957874,673.6418471,1,1
1400,613.8770415,17593.9225,RESIDENTIAL ONLY,RESIDENTIAL ONLY,40,0.132202727,0.413835835,8.751606201,3.130312412,7280.9956,2325.964529,34.56392946,-15.28900462,16.39868467,1.584600202,1.057203889,0.347510739,68.67008633,19.83031551,3.290498329,43.00499805,5.397154523,21.84648892,696.2062804,1,1
1401,439.9373169,11203.0796,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,RESIDENTIAL ONLY,21,0.336773645,2.206621504,18.3448249,6.552239283,24720.95636,3772.901955,34.29949643,-33.33551354,17.3739063,1.974595248,0.875183346,0.302499024,227.8026627,35.51187395,2.668446442,45.59908445,9.160057596,59.09180942,646.1198955,1,3
1402,363.2680993,7674.985,RESIDENTIAL ONLY,RESIDENTIAL ONLY,14,0.260925173,1.115184753,11.96709872,4.273963829,8559.026248,2002.596786,33.05479505,-7.06254598,17.26771147,1.47680502,0.480221528,0.171507688,114.3432988,23.22261349,1.02518091,44.34872666,4.913587286,26.57401974,707.2046119,2,1
1403,356.2896816,7799,RESIDENTIAL ONLY,RESIDENTIAL ONLY,25,0.15701333,0.438867224,7.81608276,2.795095353,3422.725478,1224.546962,36.51766027,-13.00348791,17.08620686,1.613715025,2.161550838,0.762664358,52.76361478,19.12127809,5.302231667,43.82191644,5.518426322,22.76119557,640.7808178,1,1
1404,356.8491045,7870.3325,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,RESIDENTIAL ONLY,15,0.382455411,2.460062515,18.01040024,6.432285799,19361.50996,3010.05125,33.99174786,-1.827495598,17.70737815,1.862832985,3.244689066,1.158817524,569.774576,67.37779887,2.403888698,55.80086849,11.91948439,115.2710071,636.3233678,1,3
1405,495.2942634,13430.5104,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,RESIDENTIAL ONLY,18,0.370608111,2.431248751,18.36844986,6.560160663,32652.91164,4977.456085,38.40321227,-14.76118994,18.5336396,1.625983917,3.242995389,1.158212639,777.1281553,97.15301742,7.151800415,34.5072101,15.43363441,136.5988647,623.9409868,1,3
1406,468.4962598,12032.25395,RESIDENTIAL ONLY,RESIDENTIAL ONLY,25,0.134226884,0.410854987,8.550031125,3.060899372,4943.511536,1615.051953,33.16287616,-24.20818143,16.07173428,1.410758806,1.116708241,0.350392219,43.73614592,12.11050577,2.390147637,45.3390513,3.543732897,16.58556512,695.5824798,1,1
1407,290.4266525,5263.5,RESIDENTIAL ONLY,RESIDENTIAL ONLY,7,0.231291805,0.857525182,10.38113086,3.707546737,4513.583797,1217.404415,33.23844523,-13.5506359,20.38138261,1.251476505,1.280996213,0.457498647,216.213674,44.20113603,1.706717737,47.650528,8.432749555,50.51963143,701.8232912,1,1
1408,464.8452726,10954.3667,RESIDENTIAL ONLY,RESIDENTIAL ONLY,32,0.130147109,0.315308839,6.781889474,2.422711031,3454.008646,1425.679158,23.93240002,-6.479058401,16.03324881,1.430299542,0.670825419,0.235732071,15.34028784,4.774439314,2.381560812,30.15776139,1.733186251,7.954749682,716.0639753,2,2
1409,763.0679567,20121.875,RESIDENTIAL ONLY,RESIDENTIAL ONLY,50,0.143732885,0.377849556,7.342306882,2.628831649,7603.041544,2892.175142,29.11736659,-2.532955753,18.57054582,1.336607285,2.269841161,0.796350381,160.2128105,41.34350894,6.517275919,32.65960097,11.87323208,51.12122718,679.6501222,1,2
1410,689.1253889,19754.12525,RESIDENTIAL ONLY,COMMUNITY - RELIGIOUS,25,0.131018183,0.448639415,9.58790859,3.424253068,8862.479188,2588.149587,33.62466764,37.08923797,20.22258104,1.247750511,1.809031771,0.646082775,1192.059268,264.8500512,11.39109559,38.28366001,47.63797388,226.1451825,608.7666115,0,1
1411,342.4869215,5578.1766,RESIDENTIAL ONLY,COMMUNITY - INSTITUTIONAL AND COMMUNAL ACCOMMODATION,21,0.289386093,1.278620991,12.37055181,4.41839129,7132.373693,1614.246733,29.66001249,38.36218727,17.66958421,1.837319397,4.594667086,1.64021126,264.1861682,38.36139605,4.982383845,72.9965897,11.06487562,94.0364341,664.0117015,1,3
1412,358.0769999,7716.17355,RESIDENTIAL ONLY,UNCLASSIFIED,24,0.177335436,0.199864525,1.267428641,1.127042234,1542.18936,1368.351004,25.18797069,26.99088466,17.31927686,0.612456747,1.9448934,0.474238836,35.02339295,13.90523476,13.54247238,42.89089867,3.89261184,16.96652682,713.1440221,2,2
1413,495.3302292,12614.295,RESIDENTIAL ONLY,RESIDENTIAL ONLY,22,0.122320134,0.402167262,9.202087198,3.28782553,5073.056485,1542.982259,36.52843719,-38.60409557,16.92597624,1.568948505,1.278216648,0.449109377,61.166749,15.09807441,3.127717279,39.68869745,4.253832092,22.31502792,669.4972953,1,1
1414,576.8736937,13669.9454,RESIDENTIAL ONLY,UTILITIES,31,0.129976743,0.197186603,2.624129527,1.517091435,2695.530102,1776.774978,21.6206615,74.2975,18.68165462,0.781048814,3.389930381,0.832489271,160.8540953,43.89775927,13.61947515,32.99699543,8.899852133,48.53164484,731.9014803,2,2
1415,224.6227897,3100.415,RESIDENTIAL ONLY,RESIDENTIAL ONLY,10,0.208915282,0.72280512,9.687440354,3.459800126,2240.995835,647.724075,33.6924972,-35.92724615,18.50932947,1.646886925,1.775254703,0.634019537,237.3656747,50.55178574,1.971824969,47.43617378,14.06832418,74.6499548,685.9828928,1,1
1416,612.819427,19536.6623,RESIDENTIAL ONLY,RETAIL ONLY,29,0.222801596,0.707245677,8.886599635,3.174329497,13817.21996,4352.799535,26.54384906,13.98195017,51.50777861,0.944048941,1.815552903,0.646489057,4092.403576,1147.336175,9.441517207,36.75788557,201.2158933,727.5206466,701.449615,1,0
1417,348.7213911,7534.34,RESIDENTIAL ONLY,RESIDENTIAL ONLY,19,0.12871458,0.280325838,6.091563093,2.177887215,2112.070177,969.779411,30.67207985,13.7926228,17.79858066,1.230266261,1.345186514,0.473808602,45.10603723,21.3670843,4.528076839,56.22296617,8.271516542,19.07592805,688.4244556,1,2
1418,409.5064729,9302,RESIDENTIAL ONLY,RESIDENTIAL ONLY,22,0.139187877,0.448608734,9.01838573,3.223044569,4172.958445,1294.72563,34.44925579,37.22354287,16.78107175,1.649684065,1.18766803,0.411461171,81.76286406,22.26291836,2.20072757,46.24356623,6.178630784,26.84897269,706.8440941,2,1
1419,455.967234,10510.365,RESIDENTIAL ONLY,RESIDENTIAL ONLY,22,0.147816112,0.463505861,8.779938743,3.135692408,4871.615774,1553.601291,32.80325376,-33.22061449,16.17724861,1.497844375,0.555468676,0.19838167,43.44276738,15.01614093,3.744429513,46.77244793,3.544654371,9.934387404,683.0167192,1,1
1420,574.9360911,15158.41,RESIDENTIAL ONLY,RESIDENTIAL ONLY,59,0.178393675,0.530468951,8.297758401,2.973586095,8041.065847,2704.164474,38.67100997,-11.15311903,18.0976453,1.74165879,1.72733638,0.581338615,70.6572388,21.3162053,5.636631792,43.39967256,6.637247688,27.19289287,645.4660003,1,1
1421,370.1215096,7427.5,RESIDENTIAL ONLY,RESIDENTIAL ONLY,19,0.133879985,0.415030025,8.680043256,3.100015448,3082.635511,994.393585,35.67829921,4.458693366,16.61984518,1.698664026,0.747124466,0.266830167,55.26873279,15.89890325,3.847370859,42.09721666,4.396211057,17.42295791,694.2297318,1,1
1422,671.4915264,23739.6709,OFFICE ONLY,RESIDENTIAL ONLY,20,0.462549341,6.125567612,37.08056156,13.2430577,145418.9592,10980.76913,30.56466975,-40.02531565,24.7473208,2.381355653,7.546186602,2.695066644,8862.467263,670.0271994,8.009077627,42.72190101,34.9818133,546.724602,554.6805355,0,4
1423,418.3873854,9748.0223,RESIDENTIAL ONLY,COMMUNITY - RELIGIOUS,13,0.262819894,1.479767125,15.76497074,5.630346693,14424.80294,2561.974189,31.04130354,-27.62193172,17.57825376,1.635345908,5.063811587,1.808504138,443.9845354,75.86039556,5.935037428,56.16506399,12.56813191,111.5645439,674.6306738,1,3
1424,517.1779883,12721.5558,RESIDENTIAL ONLY,UTILITIES,13,0.183202926,0.942931429,14.41138546,5.146923378,11995.55479,2330.62625,33.45724934,-65.5968586,19.72944257,1.672006156,2.417135587,0.863262709,212.6170473,23.07033774,3.2292338,3.495341954,6.408123631,71.99306783,698.6463322,1,1
1425,515.5754956,13642.0946,RESIDENTIAL ONLY,RESIDENTIAL ONLY,47,0.157673713,0.485899419,8.597327478,3.081676765,6628.685844,2150.999711,39.53369728,-13.06093549,17.77702216,1.838909052,1.368598656,0.431634125,51.68735703,17.17832896,3.842163812,46.58408153,4.820818866,18.19124278,626.8054686,1,1
1426,428.7599824,10701.3393,RESIDENTIAL ONLY,RESIDENTIAL WITH RETAIL ON GROUND FLOOR,31,0.271664001,1.662735426,17.13756401,6.120558574,17793.49596,2907.168647,37.33960528,-3.951023345,18.62470038,2.359206279,3.593194355,1.283283698,738.8276038,89.34353759,3.852780183,42.10703123,14.75815646,140.6900491,645.137222,1,3
1427,439.3018289,8235.395,RESIDENTIAL ONLY,RESIDENTIAL ONLY,7,0.108560745,0.31091183,8.019041565,2.863943416,2560.481733,894.040615,28.25309376,18.63581322,19.64670814,1.120225291,0.509958222,0.182127936,51.95060909,15.8722061,1.8381166,54.19546124,5.006715268,19.59863726,704.7191953,1,2
1428,403.9467271,9467,RESIDENTIAL ONLY,RESIDENTIAL ONLY,24,0.114247727,0.347227099,8.486086871,3.039247353,3287.198944,1081.583227,34.7166467,2.207710004,16.56250291,1.754700471,1.573808338,0.526277763,65.32344612,16.26429769,3.837948361,40.81675093,4.376773028,23.81183217,693.9124059,1,1
1429,334.2879834,6628.00225,RESIDENTIAL ONLY,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,15,0.35900156,2.304280642,17.97202726,6.418581163,15272.77728,2379.46315,32.42585663,12.31287418,18.56089149,2.136470034,1.876148038,0.670052871,377.024339,50.67905717,2.831729396,64.17523132,8.758575037,76.11363793,681.142324,1,3
1430,476.4259859,11877.915,RESIDENTIAL ONLY,RESIDENTIAL ONLY,19,0.358006048,2.362635102,18.47839816,6.599427913,28063.17892,4252.365404,35.77352955,-5.102108319,17.66396489,1.848757622,1.540047688,0.550017032,275.2493662,51.28466453,1.889279494,43.51930202,8.600904665,46.28891274,641.9749159,1,3
1431,439.6809607,11179.45,RESIDENTIAL ONLY,RESIDENTIAL ONLY,29,0.121050685,0.301142093,6.942846296,2.487735537,3366.602969,1353.280077,33.95177641,18.69886578,17.2679709,1.456874992,1.219436934,0.401349501,39.00243519,16.33132376,5.454786252,47.66826574,6.344509456,16.33390095,702.8215876,1,1
1432,567.7783158,16387.9342,RESIDENTIAL ONLY,RESIDENTIAL ONLY,45,0.201860955,0.557818954,7.725813441,2.763382132,9141.500322,3308.084044,35.98330285,-41.84897655,18.77925311,1.329416749,1.68056062,0.587110892,175.1285687,48.69803174,3.843407633,41.12770716,12.05931523,47.83471999,692.7247479,1,1
