OID_,Shape_Length,Shape_Area,Majority_use,Minority_use,N,BD,PR,BH,BF,BA,BFA,RS,BO,BP,BV,std_BH,std_BF,std_BA,std_BFA,std_RS,std_BO,std_BP,std_BV,SP,SP_Classification,Kmeans_Cluster
586,414.6167957,9593.61315,RESIDENTIAL ONLY,RESIDENTIAL ONLY,21,0.272550989,1.472406753,15.12306933,5.40231667,14125.70079,2614.74875,33.9063172,40.44569522,17.0857329,1.759467815,3.394388035,1.207486771,316.5112352,41.03227805,5.643443061,30.67557547,8.683733379,83.3184891,669.9050865,1,3
587,365.3639731,4949.453,RESIDENTIAL ONLY,RESIDENTIAL ONLY,6,0.377889092,2.445581884,18.10789027,6.467103667,12104.29259,1870.344298,34.70536416,5.421266274,19.08091484,1.580908757,0.200286334,0.071530833,448.3780017,71.15762193,1.605802084,36.28905646,11.21421759,69.14898227,650.560451,1,3
588,1046.58086,38194.7002,RESIDENTIAL ONLY,UNCLASSIFIED,108,0.386242097,2.042773114,14.80808284,5.288841181,78023.10665,14752.40112,32.91711201,-11.68404022,19.48432628,1.680463317,5.915043354,2.112016525,710.5633255,160.0461675,8.462586434,46.0085466,27.6588103,148.7401116,607.5451544,0,3
589,708.0889235,27549.3555,RESIDENTIAL ONLY,RESIDENTIAL ONLY,98,0.166627314,0.493775007,8.267286254,2.963349748,13603.18321,4590.475105,37.55187846,-43.04996421,17.87915845,1.697421299,1.638355686,0.544810991,68.03726274,20.00975942,5.45148911,42.28586285,6.318466276,25.86158244,647.9509397,1,1
590,836.1678572,26841.2039,RESIDENTIAL ONLY,RECREATION AND LEISURE,67,0.287435877,1.356854944,13.21122412,4.720548327,36419.62021,7715.12497,33.82190099,-9.265031673,18.25172581,1.507495639,4.768770687,1.69799488,1125.022397,389.7704873,4.96799344,34.42654624,44.4728875,137.1074795,650.1950519,1,3
591,689.346098,19627.325,RESIDENTIAL ONLY,RESIDENTIAL ONLY,71,0.162629,0.516578748,8.891509019,3.176424543,10139.05898,3191.972239,38.05638801,-38.74234925,17.11241867,1.891412932,0.888120756,0.310704611,37.28599044,10.61478811,3.014808669,44.91765258,3.630253165,14.70635673,646.3482974,1,1
592,912.7073221,40963.81375,COMMUNITY - EDUCATIONAL,RESIDENTIAL ONLY,63,0.154093502,0.489929727,8.895602602,3.17943144,20069.39007,6312.257516,25.07809656,12.98963965,83.41381572,1.12325088,1.139643938,0.392544852,5794.454206,1722.721658,10.36911067,32.54136049,330.7251896,1116.410342,700.047674,1,0
593,314.6054083,4609.55585,RESIDENTIAL ONLY,RESIDENTIAL ONLY,8,0.345775767,2.206385627,17.81459342,6.362354793,10170.45777,1593.87271,34.76193921,-8.955826075,19.06448078,1.576786669,2.957690271,1.056317954,683.0276546,97.22235993,3.026624583,49.76776426,15.07153975,122.4117424,605.0160524,0,3
594,562.6001109,15395.8029,RESIDENTIAL ONLY,RESIDENTIAL ONLY,32,0.171846935,0.408423189,6.614540078,2.376668453,6288.002921,2645.721547,31.20942156,-8.55550016,19.24599438,0.961100158,2.053856794,0.703232909,167.5731536,66.05921825,5.834901221,56.38378643,14.04364548,46.04325713,669.14336,1,2
595,246.631093,3131.32045,RESIDENTIAL ONLY,RESIDENTIAL ONLY,5,0.347431288,2.33039485,18.70462421,6.680222932,7297.213051,1087.918697,33.49681761,-3.396223509,17.29136517,1.871983693,0.261783086,0.093493959,334.1431433,47.68900665,0.713592508,37.3503251,7.846792268,56.2110674,668.2509999,1,3
596,659.0649522,24853.77885,RESIDENTIAL ONLY,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,48,0.315712765,1.783986429,15.82185626,5.650662951,44338.80418,7846.65525,32.26631147,26.74620134,17.42474251,1.781055535,2.600881437,0.928886228,339.2360695,45.98013997,3.423837881,26.34913069,7.941162398,71.09246707,686.4743187,1,3
597,406.3886406,10043.9214,RESIDENTIAL ONLY,RESIDENTIAL ONLY,16,0.110511905,0.35552266,9.007748385,3.217052994,3570.841652,1109.972893,39.97714016,15.77381198,16.76417686,1.5180162,0.993316424,0.354755866,86.04467448,23.61902686,2.267423776,29.72016297,5.747061736,24.80417916,612.0653276,0,1
598,507.9977716,14538,RESIDENTIAL ONLY,RESIDENTIAL ONLY,31,0.186452606,0.419356815,6.258024212,2.249133564,6096.609378,2710.647986,33.25808138,-52.2466061,18.99416679,0.883854416,1.496949948,0.496040474,127.4581651,49.41793538,3.981422939,43.17371788,10.94592914,35.52312795,685.612312,1,1
599,260.4316702,3335.5209,RESIDENTIAL ONLY,RESIDENTIAL ONLY,4,0.286812024,1.603854563,15.65761694,5.592006049,5349.690416,956.6675,33.06106414,7.154345882,16.71736821,1.47393847,0.198288462,0.070817308,195.7268106,33.63421372,1.213081534,51.3291815,5.42334107,32.07909403,685.4130543,1,3
600,768.4045714,30316.26775,RESIDENTIAL ONLY,RESIDENTIAL ONLY,48,0.140883898,0.31537191,6.232645491,2.238523453,9560.899254,4271.073978,31.52361898,-3.249823678,19.48094435,0.949965772,1.605562067,0.542109208,96.58957373,35.94899897,3.925754001,31.82421635,9.051003878,33.02461515,677.3517891,1,1
601,241.6184347,3130.20965,RESIDENTIAL ONLY,RESIDENTIAL ONLY,4,0.317966721,1.854201221,16.32800882,5.831431722,5804.038554,995.3025,33.96777026,6.064636338,17.508595,1.542875343,0.622255227,0.22223401,181.8285826,28.11915588,2.956998212,51.51661073,5.59080413,38.50578285,641.3524551,1,3
602,489.5763797,13758.8442,COMMUNITY - RELIGIOUS,RESIDENTIAL ONLY,17,0.324954581,1.977302878,17.03760583,6.084859225,27205.40223,4470.999446,38.85186599,-5.212609598,20.43353793,1.433959361,4.089763316,1.460629756,2546.419457,394.5196231,6.585965472,65.69997077,48.31747513,339.6941993,600.84246,0,3
603,724.7976785,20451.85475,RESIDENTIAL ONLY,RESIDENTIAL ONLY,42,0.155112906,0.498490041,8.99842671,3.213723825,10195.04592,3172.346625,34.41215283,-7.190440972,16.10187065,1.459916482,0.729965722,0.260702044,27.31978463,6.655926286,1.199187173,42.25291685,1.933344155,11.09252647,694.8895054,1,1
604,570.5699765,17539.98,RESIDENTIAL ONLY,RESIDENTIAL ONLY,34,0.150534272,0.424692731,7.816017291,2.821236163,7449.102004,2640.368127,33.65163529,-29.06659033,19.88497407,1.181786989,3.0640943,1.036012184,282.2453881,64.43064832,7.296013933,38.49018325,16.14072965,85.76241373,655.2678986,1,1
605,352.3360626,8120.545,RESIDENTIAL ONLY,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,16,0.179006584,0.614016154,9.595460422,3.430131699,4986.145813,1453.631024,38.33299957,9.202783432,17.59412533,1.285980949,1.298500593,0.444807607,874.3531054,224.0199204,3.58759083,28.34154346,34.20910816,140.6045591,630.9622519,1,1
606,260.2598269,4561.13,RESIDENTIAL ONLY,RESIDENTIAL ONLY,17,0.20975121,0.545831489,7.274758375,2.602280517,2489.608378,956.7025365,36.93434962,45.29174738,19.66412657,1.332065065,1.068345914,0.35995936,72.5340526,25.6416097,4.591814039,67.31704697,8.204788253,25.08003607,643.4781478,1,1
607,407.397268,9638.5,RESIDENTIAL ONLY,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,17,0.315295536,1.513072921,13.43693047,4.798903738,14583.75335,3038.976021,35.77537557,-27.23343502,18.78194983,1.443938153,3.954403624,1.412287009,300.9355249,58.94370784,2.487006324,49.49794963,14.2171911,71.05665895,649.0092233,1,3
608,313.5574101,5348.67,RESIDENTIAL ONLY,RESIDENTIAL ONLY,11,0.148641579,0.405663033,7.621353848,2.729135676,2169.757695,795.034752,35.27191065,-18.07711388,19.57162112,1.295727017,2.018661504,0.70025806,156.4143852,83.84778328,5.449081111,75.70833518,23.04555171,40.64967012,619.0549044,1,1
609,361.4994101,5954.8723,RESIDENTIAL ONLY,RESIDENTIAL ONLY,25,0.207926004,0.578722724,7.717775231,2.783310948,3446.219917,1238.172802,34.8719068,-42.9955074,18.78208621,1.529461871,2.233725968,0.727095355,79.9054384,22.92015429,4.79254835,0.610290851,7.837325398,35.08940218,664.8263624,1,1
610,239.5742167,3056.77295,RESIDENTIAL ONLY,COMMUNITY - HEALTH,4,0.337320114,2.040497251,16.93759741,6.049141931,6237.3368,1031.111,31.86339505,9.683157382,17.84880585,1.58453147,0.140602012,0.050215004,317.9756053,51.30526806,0.109307452,51.48119269,7.025661434,44.48915007,638.6085327,1,3
611,464.308735,12916.4707,RESIDENTIAL ONLY,RECREATION AND LEISURE,25,0.161656925,0.594738391,10.28939493,3.679015879,7681.920998,2088.036934,31.54346672,1.516355142,20.38637214,1.283349399,3.714330982,1.316875885,1645.524365,288.8756971,7.024342908,45.08426318,45.37220708,277.6762091,652.2242464,1,1
612,416.2160221,10209.5,RESIDENTIAL ONLY,COMMUNITY - RELIGIOUS,13,0.416313292,1.828387187,12.29719116,4.391853985,18666.91899,4250.35055,33.31432587,-12.09276737,21.35740349,1.107637681,4.721249179,1.686160421,908.7141267,406.0574105,2.700577789,43.61298258,48.5544462,88.55680969,633.2935149,1,3
613,527.0297518,15410.865,RESIDENTIAL ONLY,RESIDENTIAL ONLY,35,0.183553098,0.449761822,6.833776844,2.450309062,6931.218714,2828.712018,32.76589162,-62.63854384,18.5288448,1.03862315,2.039346259,0.706633028,133.0293044,51.65063045,5.372519156,39.06336035,10.55015624,40.94152939,629.8671094,1,1
614,505.6865122,9611.7209,RESIDENTIAL ONLY,RESIDENTIAL ONLY,41,0.202271028,0.587033911,8.086613868,2.902214502,5642.406108,1944.172669,37.06660673,-56.22270038,18.71759191,1.656944387,2.042344422,0.688081004,62.36396339,16.321766,6.354276335,24.72298228,6.325928115,30.60118929,638.9460806,1,1
615,415.4086681,6852.50555,RESIDENTIAL ONLY,RESIDENTIAL ONLY,35,0.23496144,0.644573461,7.559165781,2.743315918,4416.943217,1610.074573,35.87714004,-1.301376945,18.732098,1.54145512,2.374553299,0.741276528,69.48459507,18.72870342,6.709733931,50.81848689,6.883397555,33.23671158,648.8361829,1,1
616,413.7950234,10052,RESIDENTIAL ONLY,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,18,0.37136158,2.346598232,17.69293158,6.318904137,23588.00542,3732.926605,32.35382986,-60.29084212,17.62847401,1.770726213,1.62816747,0.581488382,485.3607022,69.70729688,2.441242593,29.0115176,11.45760768,89.49020073,660.2337683,1,3
617,892.5150835,28905.2787,RESIDENTIAL ONLY,COMMUNITY - EDUCATIONAL,62,0.352635838,2.058001462,16.33512055,5.835211206,59487.10582,10193.03719,37.3826683,-17.46450773,19.16611267,1.736538226,4.687392255,1.670362241,783.3906148,137.4638501,7.535018808,41.32332243,24.92432665,166.3163756,600.5562488,0,3
618,519.3277766,17954.31655,RESIDENTIAL ONLY,RESIDENTIAL ONLY,40,0.148961603,0.704327326,13.22396081,4.728247519,12645.71576,2674.503768,32.21317058,17.97329091,60.35666671,2.191127045,5.431596573,1.928507523,3506.845346,490.1354978,6.854046411,51.3017756,136.8276078,1008.032264,638.67507,1,0
619,723.0347911,20451.58715,RESIDENTIAL ONLY,RESIDENTIAL ONLY,40,0.156170959,0.501221629,8.986437539,3.209441978,10250.77782,3193.943975,34.78393693,-7.262116142,16.06284554,1.439276077,0.59320049,0.211857318,18.43415347,1.856216804,0.899239063,42.84234721,0.429882657,7.840181669,699.7005819,1,1
620,644.6128279,12806.79185,RESIDENTIAL ONLY,RESIDENTIAL ONLY,53,0.223822366,0.658753359,8.183826685,2.943197192,8436.517151,2866.446459,38.03691868,-52.33722682,19.09524934,1.607676816,1.883477465,0.602439629,68.36348654,18.33165551,5.005146205,20.35439469,6.018629426,28.94402434,641.7010088,1,1
621,245.8870744,3224.86895,RESIDENTIAL ONLY,COMMUNITY - HEALTH,4,0.298455926,1.655291651,15.52931668,5.546184527,5338.098648,962.48125,32.97552532,7.363946663,16.78856738,1.45959399,0.424795898,0.151712821,217.1859785,34.23994798,0.680470895,51.83793816,5.575546774,37.97131073,694.6371337,1,3
622,417.8104657,10315.5,RESIDENTIAL ONLY,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,36,0.371405385,2.26479918,17.07209575,6.097916895,23362.53594,3831.23225,34.43366175,-42.49342957,17.9082149,1.898286924,2.94890036,1.049326984,458.982678,64.34186596,3.392735667,41.75491921,12.67845739,94.21718029,659.5178375,1,3
623,262.8354975,3601.40075,COMMUNITY - EDUCATIONAL,RESIDENTIAL ONLY,6,0.40640137,2.081255946,14.33931351,5.121183395,7495.436727,1463.6142,38.75417069,-32.63840672,19.59671922,1.430301418,4.179955129,1.492841117,620.8739477,158.029043,4.918780338,31.92361294,22.60929096,91.01332928,570.1751655,0,3
624,512.991682,8959.1417,RESIDENTIAL ONLY,RESIDENTIAL ONLY,34,0.226653695,0.715586156,8.840099569,3.157178418,6411.037767,2030.622573,37.87531635,-43.26070452,19.01919538,1.734606819,1.154143419,0.412194078,44.7657362,11.12527092,2.032382981,0.379796261,3.88581522,20.23024432,588.2746281,0,1
625,502.4130175,12067.395,RESIDENTIAL ONLY,RESIDENTIAL ONLY,19,0.264070767,1.186742479,12.58328968,4.494032029,14320.89026,3186.64625,35.97161767,-49.57995679,18.22302398,1.45964203,1.183369228,0.422631867,95.99589417,16.40587672,2.518482108,43.64131817,3.562394874,28.75903186,665.5875945,1,1
626,374.3608495,8594.675,RESIDENTIAL ONLY,RESIDENTIAL ONLY,23,0.179795353,0.479749044,7.471257169,2.668306132,4123.287115,1545.282623,34.42724612,-30.95742916,17.95100992,1.371322141,0.376150432,0.13433944,44.72287679,18.29655331,2.152793961,55.90984748,4.725714888,11.37154071,684.8018886,1,1
627,562.7662684,10035.76875,RESIDENTIAL ONLY,RESIDENTIAL ONLY,46,0.218221129,0.666474337,8.521294914,3.054123765,6688.582328,2190.016792,36.65341472,-13.44113854,18.26895049,1.721178603,1.968401248,0.668124599,61.70639525,17.27374459,3.73649137,47.24504901,6.254892715,28.86368553,653.6760547,1,1
628,510.2937599,9186.21635,RESIDENTIAL ONLY,RESIDENTIAL ONLY,33,0.332607132,1.608831585,13.53242177,4.837032723,14779.07501,3055.401072,35.31771777,-43.13893099,17.59994294,1.955382931,2.703660153,0.948672353,128.1155423,20.04805161,3.674643751,1.474136473,5.655750166,48.38713107,645.386156,1,3
629,498.2369793,13355.525,RESIDENTIAL ONLY,RESIDENTIAL ONLY,53,0.190376354,0.515039491,7.573097395,2.705375326,6878.622798,2542.576151,34.33303873,-34.20833109,18.51043043,1.656969489,0.623337501,0.216871899,28.06534034,9.364709995,2.386867959,42.03415978,3.452010501,11.81920524,676.868361,1,1
630,222.8567888,3365.6,RESIDENTIAL ONLY,RESIDENTIAL ONLY,11,0.148032817,0.347414904,6.571257299,2.346877607,1169.259601,498.2192495,28.27613666,13.77000764,17.7218474,1.453700663,0.464996802,0.166070286,25.75091648,13.48030609,2.43417139,41.42781054,5.131884029,9.311051542,736.4607852,2,2
631,929.152922,26662.155,RESIDENTIAL ONLY,RESIDENTIAL ONLY,73,0.154648379,0.518536516,9.388030985,3.353003266,13825.30097,4123.259039,39.66779854,5.246807883,16.88760402,1.72996013,0.995321727,0.35450243,97.25801954,25.00242491,2.584459171,56.2277361,6.151729569,27.37603305,651.52747,1,1
632,639.3589525,11498.0051,RESIDENTIAL ONLY,RESIDENTIAL ONLY,32,0.330268925,1.62798952,13.80084277,4.928872419,18718.63181,3797.433783,32.6911319,-29.83220712,17.08302714,1.761829761,2.190634767,0.78236956,381.0102646,61.69055385,1.756375808,32.85748146,10.08070807,75.01920123,676.82436,1,3
633,441.1971908,10477.375,RESIDENTIAL ONLY,RESIDENTIAL ONLY,19,0.238377813,1.082390554,12.71382395,4.540651412,11340.61173,2497.573739,33.30559077,15.92217323,18.19872718,1.483854679,0.613678412,0.219170861,73.9264079,14.85664394,2.904785684,24.56302806,3.923154648,21.06474027,689.7684602,1,1
634,260.964227,3784.48785,RESIDENTIAL ONLY,RESIDENTIAL ONLY,10,0.258817757,1.13446771,12.26271319,4.383268456,4293.379263,979.4926565,34.70421875,56.11921813,26.020532,2.100203208,1.9921722,0.691202587,110.0268159,20.26938895,6.885850133,19.76805278,7.689830895,48.48237193,608.5571422,0,1
635,294.1055584,4536.4937,RESIDENTIAL ONLY,RESIDENTIAL ONLY,5,0.358538468,1.967236592,15.36310031,5.486821539,8924.356405,1626.5075,30.57906126,6.606467057,20.54636739,1.376097609,0.209058415,0.074663719,65.35461241,8.174606001,0.647295582,49.6025288,4.842296377,22.7148486,648.7784422,1,3
636,565.0099602,16517.5826,RESIDENTIAL ONLY,COMMUNITY - EDUCATIONAL,33,0.352357824,1.941666073,15.42907409,5.510495125,32071.62975,5820.099465,32.45555171,21.12243021,18.03273381,1.71706332,3.522680241,1.257676278,388.8503254,82.0357032,5.546477719,47.67381188,15.11911738,88.08295477,664.973585,1,3
637,469.4375104,8205.77965,RESIDENTIAL ONLY,RESIDENTIAL ONLY,29,0.313256928,1.388579665,12.40366212,4.432718113,11394.37875,2570.517322,33.15775179,-39.04325176,17.2789228,1.855086673,2.325558423,0.81772151,101.3963278,15.1596525,2.26707321,21.74175578,3.767251934,38.14050048,656.5514589,1,3
638,614.899481,16793.6767,RESIDENTIAL ONLY,COMMUNITY - RELIGIOUS,44,0.181375444,0.696003394,10.74222548,3.837362868,11688.45598,3045.960566,41.04875735,-19.49617635,22.67678225,1.583370824,3.665334804,1.307081871,1971.047232,319.9695412,4.803271416,46.10600861,56.58146992,362.1351446,592.3232746,0,1
639,434.3229982,7482.46515,RESIDENTIAL ONLY,RESIDENTIAL ONLY,27,0.282213607,1.240814725,12.30435944,4.396721132,9284.352938,2111.653476,29.9601537,-42.97643847,17.41304746,1.983087311,1.385919873,0.477580769,51.24715274,9.285754572,3.110403476,4.133191096,2.807914543,21.03903138,684.5792442,1,3
640,460.3396572,12421.5,RESIDENTIAL ONLY,RESIDENTIAL ONLY,23,0.184185869,0.415485928,6.273613511,2.255796991,5160.958451,2287.864775,31.23563131,-15.66215294,21.01733916,0.890266497,1.399962613,0.452812012,159.3026731,59.27329811,5.223761085,41.73382028,16.23401634,48.56381965,671.1265932,1,2
641,543.9855633,14452.7,RESIDENTIAL ONLY,RESIDENTIAL ONLY,22,0.23917864,1.031410742,12.07444818,4.312302923,14906.67002,3456.777127,32.9221735,20.08518691,18.17940263,1.359946645,0.580636946,0.207370338,117.3895763,30.44826768,3.149186197,49.90319573,6.176209406,24.68587673,697.240685,1,1
642,330.0866247,5052.35535,RESIDENTIAL ONLY,COMMUNITY - EMERGENCY SERVICES,3,0.236080462,1.143823529,13.56616228,4.845057959,5779.002924,1192.762384,35.62965492,-12.51240061,30.89917006,1.292753839,0.685119705,0.244685609,763.7372504,140.4359379,7.46746467,44.72499804,35.25705983,195.1528706,599.706934,0,1
643,494.319039,14021.435,RESIDENTIAL ONLY,RESIDENTIAL ONLY,27,0.182204816,0.478696923,7.356289589,2.627246282,6712.017789,2554.772977,34.47423075,-19.10882256,19.73354561,1.072128275,1.997401119,0.713357542,125.3291147,37.9870365,5.931039032,41.21201189,12.33653918,46.36091345,657.7928031,1,1
644,459.3878997,10976.77605,RESIDENTIAL ONLY,RESIDENTIAL ONLY,29,0.147501369,0.463035018,8.773072584,3.139191323,5082.631693,1619.08949,29.77110412,0.189760711,17.88087491,1.57277835,1.458122777,0.493486434,88.97115961,25.25654279,1.76418504,42.2182567,7.695454588,31.40238318,692.4821779,1,2
645,289.1512555,4475.3718,RESIDENTIAL ONLY,RESIDENTIAL ONLY,20,0.247266937,0.808275034,9.152740333,3.268835833,3617.331296,1106.611477,30.1128414,27.38151397,24.51172433,1.367002914,3.906130405,1.395046573,367.5533342,83.32682623,13.10709576,44.55261269,24.70392574,128.0038586,678.7682963,1,2
646,247.9619839,3673.97715,RESIDENTIAL ONLY,RESIDENTIAL ONLY,5,0.339492789,2.122680357,17.50701401,6.252505005,7798.67913,1247.28875,33.8064851,14.80045947,19.22751801,1.686278254,0.155118512,0.055399469,798.6438852,126.1597449,1.106405958,35.74164024,21.16805588,134.7778305,670.6491605,1,3
647,743.1597306,21017.8377,RESIDENTIAL ONLY,RESIDENTIAL ONLY,51,0.156605127,0.515192642,9.211316515,3.289755898,10828.23533,3291.501151,39.86555664,26.32689656,16.94507112,1.633595669,0.703464151,0.251237197,90.14458123,23.07874531,2.098421017,40.79868141,5.525083399,24.81218806,647.9926231,1,1
648,262.9191809,3792.9993,RESIDENTIAL ONLY,RESIDENTIAL ONLY,16,0.260404804,1.094410865,11.74043711,4.201144573,4151.099646,987.7152405,30.97840517,55.25237655,17.50698438,1.808096019,3.572193599,1.252871143,179.267464,31.5445583,5.559310428,6.75004648,8.534317096,65.39304681,647.2484504,1,2
649,243.9563267,3209.6375,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,RESIDENTIAL ONLY,11,0.48984309,2.726271554,15.58368492,5.565601757,8750.343416,1572.21875,33.12036828,-7.187681627,17.5055167,1.856365995,4.738547837,1.692338513,280.2089641,130.8816962,8.008605651,55.18646433,21.95074734,53.07781005,587.1428214,0,3
650,765.1695589,23563.7119,RESIDENTIAL ONLY,RESIDENTIAL ONLY,62,0.141019785,0.380178433,7.545491814,2.695922654,8958.415063,3322.949592,28.28082383,-5.770029476,17.28348431,1.51199834,0.746654863,0.258655758,36.9896628,11.57942232,4.724307625,45.15206654,3.869607953,15.3802661,710.5999672,2,2
651,493.1136692,13013.5739,RESIDENTIAL ONLY,RESIDENTIAL ONLY,42,0.168056285,0.496601951,8.269478474,2.954974004,6462.566188,2187.01288,31.9264631,-0.90323959,18.51298014,1.73649013,0.830703714,0.285351112,28.69194919,8.019870467,3.595066644,32.34832836,2.620336075,12.11433231,698.2657849,1,1
652,761.6866209,25094.3976,RESIDENTIAL ONLY,RESIDENTIAL ONLY,36,0.140908089,0.446843851,8.879282879,3.171172457,11213.27727,3536.00361,36.63135178,-7.098595528,21.32666791,1.198250332,2.474283165,0.883672559,252.8940406,67.04912618,4.958355518,50.31421932,15.87158934,75.05157318,606.2089262,0,1
653,463.7789025,11797.35245,RESIDENTIAL ONLY,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,21,0.336331246,2.010628541,16.73873588,5.978119958,23720.09354,3967.81825,33.23021022,-41.52985992,16.67499813,1.697374472,1.252258029,0.44723501,967.344123,155.8335675,2.322156921,42.2140863,18.94545449,122.2549654,669.2976903,1,3
654,490.3984915,12266.085,RESIDENTIAL ONLY,RESIDENTIAL ONLY,42,0.15814875,0.485547354,8.586919706,3.070194049,5955.765111,1939.866008,39.11266293,6.37349589,17.46003458,1.770521434,1.468760381,0.509679249,80.23195095,20.94949733,2.508240567,66.6585771,6.369192833,28.61380725,655.8081429,1,1
